TÍTULO,VINÍCULA,NOME DO PROVADOR,PONTOS,PREÇO,PAÍS
Tantara 2015 Dierberg Pinot Noir (Santa Maria Valley),Tantara,Matt Kettmann,93,60.0,US
Aesthete 2016 Dry Stack Vineyard Sauvignon Blanc (Bennett Valley),Aesthete,Virginie Boone,93,55.0,US
Barton 2013 Paradise City Syrah (Paso Robles Willow Creek District),Barton,Matt Kettmann,93,60.0,US
Central Coast Group Project 2013 Fauve Thompson Vineyard Syrah (Santa Barbara County),Central Coast Group Project,Matt Kettmann,93,75.0,US
Fess Parker 2015 Pommard Clone Pinot Noir (Sta. Rita Hills),Fess Parker,Matt Kettmann,93,58.0,US
Iron Horse 2013 Rainbow Cuvée Sparkling (Green Valley),Iron Horse,Virginie Boone,93,65.0,US
Longboard 2015 Rochioli Vineyard Chardonnay (Russian River Valley),Longboard,Virginie Boone,93,49.0,US
Piro 2015 Points West Pinot Noir (Santa Maria Valley),Piro,Matt Kettmann,93,32.0,US
Point & Line 2015 Reserve Pinot Noir (Sta. Rita Hills),Point & Line,Matt Kettmann,93,55.0,US
Tantara 2015 La Encantada Pinot Noir (Sta. Rita Hills),Tantara,Matt Kettmann,93,65.0,US
White Hart Wine 2014 Vasthoudend Red (Monterey),White Hart Wine,Jim Gordon,93,40.0,US
Balletto 2015 Sexton Hill Vineyard Estate Grown Estate Bottled Pinot Noir (Russian River Valley),Balletto,Virginie Boone,92,42.0,US
Bodega de Edgar 2014 Toro de Paso Red (Central Coast),Bodega de Edgar,Matt Kettmann,92,48.0,US
Cambria 2015 West Point Chardonnay (Santa Maria Valley),Cambria,Matt Kettmann,92,36.0,US
Sol Duc 2005 Goose Ridge Estate Vineyard Meritage Red Wine Red (Columbia Valley (WA)),Sol Duc,Paul Gregutt,88,50.0,US
Horan Estates 2005 HVH Red Blend Red (Columbia Valley (WA)),Horan Estates,Paul Gregutt,88,20.0,US
Washington Hills 2007 Summit Reserve Chardonnay (Columbia Valley (WA)),Washington Hills,Paul Gregutt,88,10.0,US
Michael David 2009 Earthquake Petite Sirah (Lodi),Michael David,Virginie Boone,85,26.0,US
Cedar Creek 2011 Estate Grown Syrah (Fair Play),Cedar Creek,Jim Gordon,89,36.0,US
Purple Hands 2013 Holstein Vineyard Pinot Noir (Dundee Hills),Purple Hands,Paul Gregutt,89,40.0,US
Rosenblum 2011 Monte Rosso Vineyard Zinfandel (Sonoma Valley),Rosenblum,Virginie Boone,89,45.0,US
Still Waters 2010 Reflections of Still Waters Red (Paso Robles),Still Waters,Matt Kettmann,89,40.0,US
Summers 2013 Stuhlmuller Vineyards Reserve Chardonnay (Alexander Valley),Summers,Virginie Boone,89,32.0,US
Viszlay Vineyards 2013 Estate Petite Sirah (Russian River Valley),Viszlay Vineyards,Virginie Boone,90,42.0,US
Viszlay Vineyards 2013 Winemaker's Reserve Estate Cabernet Sauvignon (Russian River Valley),Viszlay Vineyards,Virginie Boone,90,98.0,US
Ampelos 2013 Ampelos Vineyard Syrah (Sta. Rita Hills),Ampelos,Virginie Boone,90,35.0,US
Ascencion 2014 Mayhem Syrah (Paso Robles),Ascencion,Matt Kettmann,90,56.0,US
Challen 2014 Scarlett Pinot Noir (Sta. Rita Hills),Challen,Matt Kettmann,90,38.0,US
Davis Family 2014 Throne G-S-M (Russian River Valley),Davis Family,Virginie Boone,90,42.0,US
Écluse 2014 Rendition Red (Paso Robles),Écluse,Matt Kettmann,90,38.0,US
Flying Trout 2010 Cutthroat Red Red (Columbia Valley (WA)),Flying Trout,Paul Gregutt,86,35.0,US
Substance 2006 Cs Cabernet Sauvignon (Columbia Valley (WA)),Substance,Paul Gregutt,86,18.0,US
Apriori 2014 Hicks Family Vineyard Pinot Noir (Santa Cruz Mountains),Apriori,Matt Kettmann,88,48.0,US
Bouchaine 2013 Bacchus Collection Estate Vineyard Pinot Meunier (Carneros),Bouchaine,Virginie Boone,88,40.0,US
Martin Ray 2014 The Tower White (Dry Creek Valley),Martin Ray,Virginie Boone,88,22.0,US
Matchbook 2014 Old Head Chardonnay (Dunnigan Hills),Matchbook,Jim Gordon,88,15.0,US
Dunham 2010 XVI Cabernet Sauvignon (Columbia Valley (WA)),Dunham,Paul Gregutt,93,45.0,US
Tamarack Cellars 2009 Ciel du Cheval Vineyard Reserve Red (Red Mountain),Tamarack Cellars,Paul Gregutt,93,50.0,US
Buty 2010 Columbia Rediviva Phinny Hill Vineyard Red (Horse Heaven Hills),Buty,Sean P. Sullivan,92,50.0,US
Charles Smith 2012 Stoneridge Vineyard Viognier (Columbia Valley (WA)),Charles Smith,Paul Gregutt,92,30.0,US
Walla Walla Vintners 2010 Bello Rosso Cabernet Sauvignon-Sangiovese (Columbia Valley (WA)),Walla Walla Vintners,Paul Gregutt,92,32.0,US
Walla Walla Vintners 2010 Sagemoor Vineyard Cabernet Sauvignon (Columbia Valley (WA)),Walla Walla Vintners,Paul Gregutt,92,40.0,US
Efeste 2010 Upright Klipsun Vineyard Merlot (Red Mountain),Efeste,Paul Gregutt,92,39.0,US
Epoch Estate Wines 2013 Authenticity Red (Paso Robles),Epoch Estate Wines,Matt Kettmann,94,75.0,US
Z. Alexander Brown 2013 Limited Release Cabernet Sauvignon (Napa Valley),Z. Alexander Brown,Virginie Boone,94,120.0,US
Carlisle 2014 The Derivative White (Sonoma County),Carlisle,Virginie Boone,94,28.0,US
Epoch Estate Wines 2013 Ingenuity Red (Paso Robles),Epoch Estate Wines,Matt Kettmann,94,70.0,US
Freemark Abbey 2013 Cabernet Bosché Cabernet Sauvignon (Rutherford),Freemark Abbey,Virginie Boone,94,150.0,US
Grimm's Bluff 2014 Cliff Hanger Cabernet Sauvignon (Happy Canyon of Santa Barbara),Grimm's Bluff,Matt Kettmann,94,72.0,US
Joseph Phelps 2015 Estate Grown Sauvignon Blanc (St. Helena),Joseph Phelps,Virginie Boone,93,35.0,US
Pine Ridge 2013 Fortis Cabernet Sauvignon (Napa Valley),Pine Ridge,Virginie Boone,93,175.0,US
Sandler 2015 Bien Nacido Vineyard Pinot Noir (Santa Maria Valley),Sandler,Matt Kettmann,93,36.0,US
Stone The Crows 2014 Three Twins Vineyard Cabernet Sauvignon (St. Helena),Stone The Crows,Virginie Boone,93,110.0,US
Tolosa 2015 Hollister Edna Ranch Pinot Noir (Edna Valley),Tolosa,Matt Kettmann,93,100.0,US
Volker Eisele Family Estate 2013 Sievers Reserve Cabernet Sauvignon (Napa Valley),Volker Eisele Family Estate,Virginie Boone,93,80.0,US
Bergström 2010 Temperance Hill Pinot Noir (Eola-Amity Hills),Bergström,Paul Gregutt,92,60.0,US
Carabella 2010 Inchinnan Pinot Noir (Chehalem Mountains),Carabella,Paul Gregutt,92,54.0,US
Rex Hill 2010 Reserve Pinot Noir (Willamette Valley),Rex Hill,Paul Gregutt,92,48.0,US
Steven Kent 2009 The Premier Cabernet Sauvignon (Livermore Valley),Steven Kent,Virginie Boone,92,100.0,US
Pirouette 2008 Red Wine Red (Columbia Valley (WA)),Pirouette,Paul Gregutt,98,50.0,US
Doyenne 2008 Grand Ciel Vineyard Syrah (Red Mountain),Doyenne,Paul Gregutt,95,60.0,US
C'est Bon 2013 Reserve Selection Chardonnay (Oakville),C'est Bon,Virginie Boone,88,35.0,US
Chateau Ste. Michelle 2012 Indian Wells Red (Columbia Valley (WA)),Chateau Ste. Michelle,Sean P. Sullivan,88,18.0,US
Dark Horse 2014 The Original Pinot Noir (California),Dark Horse,Jim Gordon,88,10.0,US
Dowsett Family 2014 Aunt Diane's Vineyard Riesling (Columbia Gorge (WA)),Dowsett Family,Sean P. Sullivan,88,16.0,US
Castillo De Feliciana 2014 Estate Vineyard Albariño (Walla Walla Valley (WA)),Castillo De Feliciana,Sean P. Sullivan,87,24.0,US
Grayson 2015 Lot 11 Chardonnay (California),Grayson,Jim Gordon,85,11.0,US
Oak Knoll 2014 Cloud Rest Vineyard Pinot Gris (Willamette Valley),Oak Knoll,Paul Gregutt,85,18.0,US
Cliff Creek 2011 Sams Valley Vineyard Claret (Southern Oregon),Cliff Creek,Paul Gregutt,85,25.0,US
Cliff Creek 2012 Sams Valley Vineyard Merlot (Southern Oregon),Cliff Creek,Paul Gregutt,85,25.0,US
Quady North 2007 Flagship Syrah (Applegate Valley),Quady North,Paul Gregutt,90,65.0,US
Presqu'ile 2012 Steiner Creek Vineyard Pinot Noir (San Luis Obispo County),Presqu'ile,Matt Kettmann,92,48.0,US
Sante Arcangeli 2013 Split Rail Vineyard Chardonnay (Santa Cruz Mountains),Sante Arcangeli,Matt Kettmann,92,30.0,US
Sixto 2012 Uncovered Chardonnay (Washington),Sixto,Sean P. Sullivan,92,35.0,US
Syncline 2013 Subduction Red (Columbia Valley (WA)),Syncline,Sean P. Sullivan,92,20.0,US
Two Vintners 2012 Some Days Are Stones Stoney Vine Vineyard Syrah (Walla Walla Valley (WA)),Two Vintners,Sean P. Sullivan,92,40.0,US
Le P'tit Paysan 2013 Jack's Hill Chardonnay (Monterey County),Le P'tit Paysan,Matt Kettmann,92,22.0,US
Analemma 2010 Atavus Vineyard Blanc de Noir Pinot Noir (Columbia Gorge (WA)),Analemma,Sean P. Sullivan,92,56.0,US
Bella 2012 Block 10 Zinfandel (Alexander Valley),Bella,Jim Gordon,92,45.0,US
Darcie Kent Vineyards 2012 De Mayo Block Chardonnay (Livermore Valley),Darcie Kent Vineyards,Jim Gordon,92,30.0,US
Washington Hills 2014 Late Harvest Riesling (Washington),Washington Hills,Sean P. Sullivan,84,10.0,US
Crayelle Cellars 2013 Bishop's Block Red (Ancient Lakes),Crayelle Cellars,Sean P. Sullivan,84,29.0,US
Cave B 2014 Dry Rosé (Ancient Lakes),Cave B,Sean P. Sullivan,84,18.0,US
Ehret 2010 Bellarina Meritage (Knights Valley),Ehret,Virginie Boone,84,22.0,US
Helix by Reininger 2011 Stone Tree SoRhô Red (Columbia Valley (WA)),Helix by Reininger,Paul Gregutt,91,33.0,US
Red Rock 2013 Reserve Pinot Noir (California),Red Rock,Jim Gordon,85,14.0,US
Cardwell Hill 2014 Blanc de Noir Pinot Noir (Willamette Valley),Cardwell Hill,Paul Gregutt,84,15.0,US
Alias 2013 Secret Agent Red (California),Alias,Jim Gordon,84,10.0,US
Medlock Ames 2011 Bell Mountain Vineyard Cabernet Sauvignon (Alexander Valley),Medlock Ames,Virginie Boone,84,42.0,US
Peirano 2012 The Other Red (Lodi),Peirano,Jim Gordon,84,13.0,US
Hendry 2011 Hendry Vineyard Cabernet Sauvignon (Napa Valley),Hendry,Virginie Boone,83,55.0,US
Merrill Cellars 2012 Cotes du Rogue G-S-M (Oregon),Merrill Cellars,Paul Gregutt,83,29.0,US
Prospect 772 2009 The Brawler Syrah-Viognier (Calaveras County),Prospect 772,Virginie Boone,93,36.0,US
Quilceda Creek 2008 Palengat Red Wine Red (Horse Heaven Hills),Quilceda Creek,Paul Gregutt,93,85.0,US
Doyenne 2009 Métier Red (Yakima Valley),Doyenne,Paul Gregutt,93,36.0,US
Chester Kidder 2007 Red Wine Red (Columbia Valley (WA)),Chester Kidder,Paul Gregutt,93,50.0,US
Angel Vine 2009 The Hellion Red (Columbia Valley (WA)),Angel Vine,Paul Gregutt,93,22.0,US
Ponzi 2005 Reserve Chardonnay (Willamette Valley),Ponzi,Paul Gregutt,89,30.0,US
AntoLin Cellars 2011 Estate Riesling (Yakima Valley),AntoLin Cellars,Paul Gregutt,87,14.0,US
Cor Cellars 2011 E Cor Si Move Tempranillo 24K Vineyard Tempranillo (Wahluke Slope),Cor Cellars,Sean P. Sullivan,87,26.0,US
Waterbrook 2011 Reserve Chardonnay (Columbia Valley (WA)),Waterbrook,Sean P. Sullivan,87,15.0,US
Dumas Station 2010 Cow Catcher Red (Walla Walla Valley (WA)),Dumas Station,Paul Gregutt,87,24.0,US
SuLei 2010 Les Collines Vineyard Red (Walla Walla Valley (WA)),SuLei,Paul Gregutt,86,32.0,US
Youngberg Hill Vineyards 2009 Natasha Pinot Noir (Willamette Valley),Youngberg Hill Vineyards,Paul Gregutt,88,40.0,US
Erath 2010 Prince Hill Pommard Pinot Noir (Dundee Hills),Erath,Paul Gregutt,88,50.0,US
Wildewood 2013 Guadalupe Vineyard Pinot Noir (Willamette Valley),Wildewood,Paul Gregutt,84,25.0,US
Murphy-Goode 2012 HomeFront Red (California),Murphy-Goode,Jim Gordon,84,15.0,US
Willamette Valley Vineyards 2011 Elton Chardonnay (Eola-Amity Hills),Willamette Valley Vineyards,Paul Gregutt,87,45.0,US
Balboa 2007 Reserve Red (Columbia Valley (WA)),Balboa,Paul Gregutt,90,28.0,US
Coeur d'Alene 2006 Opulence Syrah (Washington),Coeur d'Alene,Paul Gregutt,90,40.0,US
SuLei 2007 Beet Red Red (Walla Walla Valley (WA)),SuLei,Paul Gregutt,90,19.0,US
Brimstone 2006 Red Wine Red (Columbia Valley (OR)),Brimstone,Paul Gregutt,87,17.0,US
Gård 2010 Lawrence Vineyards Dry Riesling (Columbia Valley (WA)),Gård,Paul Gregutt,88,20.0,US
Alexandria Nicole 2009 Quarry Butte Destiny Ridge Vineyards Estate Grown Red (Horse Heaven Hills),Alexandria Nicole,Paul Gregutt,88,25.0,US
Obelisco Estate 2009 Reserve Merlot (Red Mountain),Obelisco Estate,Paul Gregutt,88,45.0,US
Oak Knoll 2011 Goose Ridge Vineyard Barbera (Columbia Valley (WA)),Oak Knoll,Sean P. Sullivan,84,28.0,US
Grayson 2015 Lot 6 Merlot (California),Grayson,Jim Gordon,84,11.0,US
Kestrel 2015 Falcon Series Estate Viognier (Yakima Valley),Kestrel,Sean P. Sullivan,84,21.0,US
Wetzel Estate 2012 Premier Cuvée Pinot Noir (Willamette Valley),Wetzel Estate,Paul Gregutt,84,85.0,US
Kokomo 2016 Pauline's Vineyard Grenache Rosé (Dry Creek Valley),Kokomo,Virginie Boone,90,24.0,US
Matthews 2016 Reserve Sauvignon Blanc (Columbia Valley (WA)),Matthews,Sean P. Sullivan,90,35.0,US
Peter Paul Wines 2014 Frere Vineyard Pinot Noir (Russian River Valley),Peter Paul Wines,Virginie Boone,90,60.0,US
Hart 2 Hart 2014 Ryker Red; Pilot Ridge Vineyard; Estate Grown Red (El Dorado),Hart 2 Hart,Jim Gordon,90,25.0,US
Qupé 2015 Y Block Chardonnay (Santa Barbara County),Qupé,Matt Kettmann,89,20.0,US
Record Family Wines 2014 Reserve Syrah (Paso Robles),Record Family Wines,Matt Kettmann,89,35.0,US
Sculpterra 2014 Estate Cabernet Sauvignon (Paso Robles),Sculpterra,Matt Kettmann,89,34.0,US
Syncline 2016 McKinley Springs Vineyard Rosé (Horse Heaven Hills),Syncline,Sean P. Sullivan,89,24.0,US
Red C 2014 Allan Nelson Vineyard Sauvignon Blanc (Dry Creek Valley),Red C,Virginie Boone,88,24.0,US
Rock Wall 2012 Heringer Vineyard Teroldego (Yolo County),Rock Wall,Jim Gordon,88,25.0,US
Santa Barbara Winery 2012 Curtis Vineyard Petit Verdot (Santa Ynez Valley),Santa Barbara Winery,Matt Kettmann,88,30.0,US
Thomas Fogarty 2012 Henry Ayrton's Block Rapley Trail Vineyard Pinot Noir (Santa Cruz Mountains),Thomas Fogarty,Matt Kettmann,88,85.0,US
14 Hands 2013 Hot to Trot Red (Columbia Valley (WA)),14 Hands,Sean P. Sullivan,88,10.0,US
Lone Madrone 2013 Oveja Negra Red (Paso Robles Willow Creek District),Lone Madrone,Matt Kettmann,88,48.0,US
Murphy-Goode 2012 Reserve Zinfandel (Alexander Valley),Murphy-Goode,Virginie Boone,88,40.0,US
Jason-Stephens 2012 Estate Reserve Chardonnay (Santa Clara Valley),Jason-Stephens,Matt Kettmann,88,30.0,US
Columbia Crest 2013 Grand Estates Merlot (Columbia Valley (WA)),Columbia Crest,Sean P. Sullivan,88,12.0,US
Martin Ranch 2011 J.D. Hurley Sauvignon Blanc (Santa Clara Valley),Martin Ranch,Virginie Boone,84,20.0,US
Edmonds Winery 2007 Solstice Red (Horse Heaven Hills),Edmonds Winery,Paul Gregutt,90,40.0,US
Arbor Crest 2006 Conner Lee Vineyard Chardonnay (Columbia Valley (WA)),Arbor Crest,Paul Gregutt,90,18.0,US
Gnarly Head 2013 Authentic White (California),Gnarly Head,Jim Gordon,85,12.0,US
Angel's Cup 2013 Vineyard Selection Chardonnay (California),Angel's Cup,Jim Gordon,85,12.0,US
Canoe Ridge 2013 The Expedition Merlot (Horse Heaven Hills),Canoe Ridge,Sean P. Sullivan,85,15.0,US
Cline 2012 Ancient Vine Zinfandel (Contra Costa County),Cline,Virginie Boone,88,15.0,US
Novelty Hill 2010 Stillwater Creek Vineyard Malbec (Columbia Valley (WA)),Novelty Hill,Paul Gregutt,88,28.0,US
Scarborough 2010 The Main Event Cabernet Sauvignon (Columbia Valley (WA)),Scarborough,Paul Gregutt,88,35.0,US
Hogue 2012 Late Harvest Riesling (Columbia Valley (WA)),Hogue,Paul Gregutt,88,11.0,US
Mercer 2010 Cavalie Reserve Red (Columbia Valley (WA)),Mercer,Paul Gregutt,88,40.0,US
Airfield Estates 2012 Unoaked Chardonnay (Yakima Valley),Airfield Estates,Paul Gregutt,88,13.0,US
Deaver 2013 Ten Zin Zinfandel (Amador County),Deaver,Jim Gordon,87,30.0,US
Ransom 2013 Selection Pinot Noir (Eola-Amity Hills),Ransom,Paul Gregutt,87,27.0,US
Simple Machine 2013 Leverage White (Rogue Valley),Simple Machine,Paul Gregutt,87,28.0,US
Uptick Vineyards 2014 Estate Chardonnay (Russian River Valley),Uptick Vineyards,Virginie Boone,87,30.0,US
Chehalem 2011 Stoller Vineyards Pinot Blanc (Dundee Hills),Chehalem,Paul Gregutt,85,28.0,US
Erath 2010 Dion Pinot Noir (Chehalem Mountains),Erath,Paul Gregutt,85,50.0,US
Erath 2011 Dion Vineyard Rosé Pinot Gris (Chehalem Mountains),Erath,Paul Gregutt,85,14.0,US
Domaine Carneros 2012 Clonal Series Swan Pinot Noir (Carneros),Domaine Carneros,Virginie Boone,90,55.0,US
J. Lohr 2013 Flume Crossing Sauvignon Blanc (Arroyo Seco),J. Lohr,Matt Kettmann,90,14.0,US
Jamieson Ranch 2012 Double Lariat Cabernet Sauvignon (Napa Valley),Jamieson Ranch,Virginie Boone,90,60.0,US
Buena Vista 2012 Private Reserve Pinot Noir (Sonoma County),Buena Vista,Virginie Boone,90,65.0,US
Rancho Zabaco 2012 Sonoma Heritage Vines Zinfandel (Sonoma County),Rancho Zabaco,Virginie Boone,90,15.0,US
Sanglier Cellars 2012 Left Tusque Cabernet Sauvignon (Alexander Valley),Sanglier Cellars,Jim Gordon,90,45.0,US
Sextant 2012 Caverio G-S-M (Paso Robles),Sextant,Matt Kettmann,90,40.0,US
Thurston Wolfe 2010 The Geologist Red (Columbia Valley (WA)),Thurston Wolfe,Sean P. Sullivan,90,50.0,US
Two Mountain 2012 Copeland Vineyard Syrah (Yakima Valley),Two Mountain,Sean P. Sullivan,90,25.0,US
14 Hands 2011 The Reserve Merlot (Horse Heaven Hills),14 Hands,Sean P. Sullivan,90,30.0,US
Andis 2011 Goedeck-Liu Vineyard Meritage (Sierra Foothills),Andis,Jim Gordon,90,33.0,US
Borra 2012 Markus Nimmo White (California),Borra,Jim Gordon,90,22.0,US
Chalk Hill 2011 Botrytised Semillon (Chalk Hill),Chalk Hill,Virginie Boone,90,45.0,US
Lone Madrone 2011 Bailey Ranch Dry Farmed Zinfandel (Paso Robles),Lone Madrone,Matt Kettmann,90,38.0,US
McGrail 2011 Reserve Cabernet Sauvignon (Livermore Valley),McGrail,Jim Gordon,90,39.0,US
Comartin 2013 Cuvee Cassidy G-S-M (Santa Ynez Valley),Comartin,Matt Kettmann,88,32.0,US
Covenant 2013 Lavan Chardonnay (Sonoma Mountain),Covenant,Virginie Boone,88,38.0,US
Domaine Degher 2010 Mojo Estate Red (Paso Robles),Domaine Degher,Matt Kettmann,88,42.0,US
Airfield Estates 2013 Bombshell Red Vineyard Salute Red (Yakima Valley),Airfield Estates,Sean P. Sullivan,88,18.0,US
Chateau Ste. Michelle 2014 Harvest Select Riesling (Columbia Valley (WA)),Chateau Ste. Michelle,Sean P. Sullivan,88,9.0,US
Columbia Crest 2013 Limited Release Gold Red (Columbia Valley (WA)),Columbia Crest,Sean P. Sullivan,88,12.0,US
Finn Hill 2012 Bon Mot Cabernet Franc (Wahluke Slope),Finn Hill,Sean P. Sullivan,88,35.0,US
Hidden Jewel 2014 Unoaked Chardonnay (Santa Barbara County),Hidden Jewel,Matt Kettmann,88,15.0,US
Kuleto Estate 2012 Frog Prince Red (Napa Valley),Kuleto Estate,Virginie Boone,88,35.0,US
Archium 2013 Faction Syrah (Santa Ynez Valley),Archium,Matt Kettmann,88,40.0,US
Asuncion Ridge 2012 Nefarious Red (Paso Robles),Asuncion Ridge,Matt Kettmann,88,44.0,US
Paul Hobbs 2012 Ellen Lane Estate Chardonnay (Russian River Valley),Paul Hobbs,Virginie Boone,95,75.0,US
Trisaetum 2013 Estates Reserve Riesling (Willamette Valley),Trisaetum,Paul Gregutt,95,32.0,US
Marimar Estate 2011 Don Miguel Vineyard Bonita's Hill Unfiltered Chardonnay (Russian River Valley),Marimar Estate,Virginie Boone,94,43.0,US
Patland 2012 Proprietary Red (Napa Valley),Patland,Virginie Boone,89,70.0,US
Gibbs 2012 Crossed Paths Dusty Red (Napa Valley),Gibbs,Virginie Boone,89,22.0,US
San Simeon 2012 St. Eva Hill Vineyard Petite Sirah (Paso Robles),San Simeon,Matt Kettmann,89,35.0,US
Avant 2014 Fresh Crisp Clean Chardonnay (California),Avant,Jim Gordon,89,17.0,US
Barton 2014 The River White (Central Coast),Barton,Matt Kettmann,89,24.0,US
Brick & Mortar 2013 La Perla Vineyard Pinot Noir (Spring Mountain District),Brick & Mortar,Virginie Boone,89,55.0,US
Pace 2013 Sebastiano Vineyard Pinot Noir (Sta. Rita Hills),Pace,Matt Kettmann,89,45.0,US
Jason-Stephens 2010 Estate Merlot (Santa Clara Valley),Jason-Stephens,Matt Kettmann,89,24.0,US
Las Positas 2014 Estate Rosé (Livermore Valley),Las Positas,Jim Gordon,89,25.0,US
In Re 2010 You be the judge! Cabernet Sauvignon (Napa Valley),In Re,Virginie Boone,89,65.0,US
Two Moons 2013 Aporia White (Paso Robles),Two Moons,Matt Kettmann,89,28.0,US
Volatus 2008 Reserve Red (Paso Robles),Volatus,Matt Kettmann,89,25.0,US
Zocker 2014 Paragon Vineyard Grüner Veltliner (Edna Valley),Zocker,Matt Kettmann,89,20.0,US
Hightower 2012 Reserve Red (Red Mountain),Hightower,Sean P. Sullivan,89,55.0,US
Gamache 2011 Estate Grown Malbec (Columbia Valley (WA)),Gamache,Sean P. Sullivan,89,30.0,US
Genoa 2012 Flying Colors Super Tuscan-Style Red (Columbia Valley (WA)),Genoa,Sean P. Sullivan,89,29.0,US
14 Hands 2013 Reserve M-S-G-V Red (Horse Heaven Hills),14 Hands,Sean P. Sullivan,89,30.0,US
Burrell School Vineyards 2011 Honor Roll Estate Reserve Merlot (Santa Cruz Mountains),Burrell School Vineyards,Matt Kettmann,89,32.0,US
Stottle 2012 Big Eddie Red (Columbia Valley (WA)),Stottle,Sean P. Sullivan,89,35.0,US
Stottle 2012 Elerding 6 Prong Malbec (Horse Heaven Hills),Stottle,Sean P. Sullivan,89,33.0,US
àMaurice 2013 Fred Estate Syrah (Walla Walla Valley (WA)),àMaurice,Sean P. Sullivan,89,45.0,US
àMaurice 2014 Boushey Vineyard Syrah (Yakima Valley),àMaurice,Sean P. Sullivan,89,45.0,US
àMaurice 2014 Boushey Vineyard Marsanne-Viognier (Yakima Valley),àMaurice,Sean P. Sullivan,89,35.0,US
Brian Carter Cellars NV One Upland Vineyard Touriga Nacional (Snipes Mountain),Brian Carter Cellars,Sean P. Sullivan,89,50.0,US
àMaurice 2010 Gamache Vineyard Malbec (Columbia Valley (WA)),àMaurice,Paul Gregutt,90,35.0,US
Barrister 2009 Bacchus Vineyard Syrah (Columbia Valley (WA)),Barrister,Paul Gregutt,90,28.0,US
William Church 2010 2 Spires Syrah-Cabernet Sauvignon (Columbia Valley (WA)),William Church,Paul Gregutt,90,34.0,US
Leonesse Cellars 2008 Vista Del Monte Vineyard Syrah (Temecula Valley),Leonesse Cellars,Virginie Boone,89,44.0,US
O•S Winery 2009 The Tusk Elephant Mountain Vineyard Merlot (Yakima Valley),O•S Winery,Paul Gregutt,89,50.0,US
Owen Roe 2009 Ex Umbris Syrah (Columbia Valley (WA)),Owen Roe,Paul Gregutt,89,24.0,US
J. Bookwalter 2010 Conner Lee Vineyard Conflict Red (Columbia Valley (WA)),J. Bookwalter,Paul Gregutt,90,55.0,US
Januik 2011 Cold Creek Vineyard Chardonnay (Columbia Valley (WA)),Januik,Paul Gregutt,90,30.0,US
J. Bookwalter 2010 Foreshadow Cabernet Sauvignon (Columbia Valley (WA)),J. Bookwalter,Paul Gregutt,90,45.0,US
L'Ecole No. 41 2012 Seven Hills Vineyard Estate Luminesce Semillon-Sauvignon Blanc (Walla Walla Valley (WA)),L'Ecole No. 41,Paul Gregutt,90,20.0,US
